,content,content_count_comma,content_count_period,content_count_space,content_count_tap,content_len,label,origin_text,relative_position,same_tag_count,xpath,xpath_last,xpath_len,xpath_list
287,　　然而好景不长。,0,1,0,0,7,1,"<p class=""one-p"">&#12288;&#12288;&#28982;&#32780;&#22909;&#26223;&#19981;&#38271;&#12290;</p>
            ",0.244444444,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[13],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[13]']"
288,　　“原本(运维)收入稳定，我们干得也卖力。尤其我当过兵，办事一是一，二是二。一辆调度车本来装十几辆车， 我都会想办法一次最多搬二十多辆，”老周说，“去年4月一起进去做运维的人，有的是摩的司机，有的在超市工作，有的之前没有工作。2018年春节后基本都走完了，(公司)再招一批新人来干。”,10,4,1,0,141,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#21407;&#26412;(&#36816;&#32500;)&#25910;&#20837;&#31283;&#23450;&#65292;&#25105;&#20204;&#24178;&#24471;&#20063;&#21334;&#21147;&#12290;&#23588;&#20854;&#25105;&#24403;&#36807;&#20853;&#65292;&#21150;&#20107;&#19968;&#26159;&#19968;&#65292;&#20108;&#26159;&#20108;&#12290;&#19968;&#36742;&#35843;&#24230;&#36710;&#26412;&#26469;&#35013;&#21313;&#20960;&#36742;&#36710;&#65292; &#25105;&#37117;&#20250;&#24819;&#21150;&#27861;&#19968;&#27425;&#26368;&#22810;&#25644;&#20108;&#21313;&#22810;&#36742;&#65292;&#8221;&#32769;&#21608;&#35828;&#65292;&#8220;&#21435;&#24180;4&#26376;&#19968;&#36215;&#36827;&#21435;&#20570;&#36816;&#32500;&#30340;&#20154;&#65292;&#26377;&#30340;&#26159;&#25705;&#30340;&#21496;&#26426;&#65292;&#26377;&#30340;&#22312;&#36229;&#24066;&#24037;&#20316;&#65292;&#26377;&#30340;&#20043;&#21069;&#27809;&#26377;&#24037;&#20316;&#12290;2018&#24180;&#26149;&#33410;&#21518;&#22522;&#26412;&#37117;&#36208;&#23436;&#20102;&#65292;(&#20844;&#21496;)&#20877;&#25307;&#19968;&#25209;&#26032;&#20154;&#26469;&#24178;&#12290;&#8221;</p>
            ",0.259259259,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[14],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[14]']"
289,　　刚刚经历扩招不到3个月，第一次离职潮就来了，老周在第一次离职潮中挺住了，工资也从4000元涨到了5000元。但几个月后，运维的大规模离职潮来临。老周说，“前几个月干得还比较顺利，但突然管理我们的队长，就都被调走了，换了新领导之后，很多人被以各种理由开除、辞退。身边的运维同事，说不见就不见了。”,10,4,0,0,147,1,"<p class=""one-p"">&#12288;&#12288;&#21018;&#21018;&#32463;&#21382;&#25193;&#25307;&#19981;&#21040;3&#20010;&#26376;&#65292;&#31532;&#19968;&#27425;&#31163;&#32844;&#28526;&#23601;&#26469;&#20102;&#65292;&#32769;&#21608;&#22312;&#31532;&#19968;&#27425;&#31163;&#32844;&#28526;&#20013;&#25402;&#20303;&#20102;&#65292;&#24037;&#36164;&#20063;&#20174;4000&#20803;&#28072;&#21040;&#20102;5000&#20803;&#12290;&#20294;&#20960;&#20010;&#26376;&#21518;&#65292;&#36816;&#32500;&#30340;&#22823;&#35268;&#27169;&#31163;&#32844;&#28526;&#26469;&#20020;&#12290;&#32769;&#21608;&#35828;&#65292;&#8220;&#21069;&#20960;&#20010;&#26376;&#24178;&#24471;&#36824;&#27604;&#36739;&#39034;&#21033;&#65292;&#20294;&#31361;&#28982;&#31649;&#29702;&#25105;&#20204;&#30340;&#38431;&#38271;&#65292;&#23601;&#37117;&#34987;&#35843;&#36208;&#20102;&#65292;&#25442;&#20102;&#26032;&#39046;&#23548;&#20043;&#21518;&#65292;&#24456;&#22810;&#20154;&#34987;&#20197;&#21508;&#31181;&#29702;&#30001;&#24320;&#38500;&#12289;&#36766;&#36864;&#12290;&#36523;&#36793;&#30340;&#36816;&#32500;&#21516;&#20107;&#65292;&#35828;&#19981;&#35265;&#23601;&#19981;&#35265;&#20102;&#12290;&#8221;</p>
            ",0.274074074,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[15],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[15]']"
290,　　干了10个月的共享单车运维后，老周离开了运维岗位，回到河北老家重新捡起了老本行：摩的。老周告诉新京报记者，离开的原因是因为“扣钱太多”。,3,2,0,0,68,1,"<p class=""one-p"">&#12288;&#12288;&#24178;&#20102;10&#20010;&#26376;&#30340;&#20849;&#20139;&#21333;&#36710;&#36816;&#32500;&#21518;&#65292;&#32769;&#21608;&#31163;&#24320;&#20102;&#36816;&#32500;&#23703;&#20301;&#65292;&#22238;&#21040;&#27827;&#21271;&#32769;&#23478;&#37325;&#26032;&#25441;&#36215;&#20102;&#32769;&#26412;&#34892;&#65306;&#25705;&#30340;&#12290;&#32769;&#21608;&#21578;&#35785;&#26032;&#20140;&#25253;&#35760;&#32773;&#65292;&#31163;&#24320;&#30340;&#21407;&#22240;&#26159;&#22240;&#20026;&#8220;&#25187;&#38065;&#22826;&#22810;&#8221;&#12290;</p>
            ",0.288888889,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[16],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[16]']"
291,　　“扣钱理由多种多样 辞退简单粗暴”,0,0,1,0,17,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#25187;&#38065;&#29702;&#30001;&#22810;&#31181;&#22810;&#26679; &#36766;&#36864;&#31616;&#21333;&#31895;&#26292;&#8221;</p>
            ",0.303703704,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[17],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[17]']"
292,　　“扣钱的理由多种多样，我们文化水平都比较低，有时候贴码贴错了会扣钱，高峰时段要求每个运维人员10分钟之内回复领导的微信，我们在干活经常听不到，也会被批评。”老周告诉记者。,5,2,0,0,85,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#25187;&#38065;&#30340;&#29702;&#30001;&#22810;&#31181;&#22810;&#26679;&#65292;&#25105;&#20204;&#25991;&#21270;&#27700;&#24179;&#37117;&#27604;&#36739;&#20302;&#65292;&#26377;&#26102;&#20505;&#36148;&#30721;&#36148;&#38169;&#20102;&#20250;&#25187;&#38065;&#65292;&#39640;&#23792;&#26102;&#27573;&#35201;&#27714;&#27599;&#20010;&#36816;&#32500;&#20154;&#21592;10&#20998;&#38047;&#20043;&#20869;&#22238;&#22797;&#39046;&#23548;&#30340;&#24494;&#20449;&#65292;&#25105;&#20204;&#22312;&#24178;&#27963;&#32463;&#24120;&#21548;&#19981;&#21040;&#65292;&#20063;&#20250;&#34987;&#25209;&#35780;&#12290;&#8221;&#32769;&#21608;&#21578;&#35785;&#35760;&#32773;&#12290;</p>
            ",0.318518519,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[18],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[18]']"
293,　　最让老周寒心的是，“辛辛苦苦工作，承诺的夜班费，经过多方扯皮耗时几个月才拿到手。”一直到离开时，公司承诺的夜班费，还没有发到老周手上。,5,2,0,0,67,1,"<p class=""one-p"">&#12288;&#12288;&#26368;&#35753;&#32769;&#21608;&#23506;&#24515;&#30340;&#26159;&#65292;&#8220;&#36763;&#36763;&#33510;&#33510;&#24037;&#20316;&#65292;&#25215;&#35834;&#30340;&#22812;&#29677;&#36153;&#65292;&#32463;&#36807;&#22810;&#26041;&#25199;&#30382;&#32791;&#26102;&#20960;&#20010;&#26376;&#25165;&#25343;&#21040;&#25163;&#12290;&#8221;&#19968;&#30452;&#21040;&#31163;&#24320;&#26102;&#65292;&#20844;&#21496;&#25215;&#35834;&#30340;&#22812;&#29677;&#36153;&#65292;&#36824;&#27809;&#26377;&#21457;&#21040;&#32769;&#21608;&#25163;&#19978;&#12290;</p>
            ",0.333333333,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[19],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[19]']"
294,　　以前是超市搬运工的李伟曾经很满意共享单车运维工作。他和一组同事，靠着6辆三轮车，负责北京华贸桥附近三条路段一千多辆共享单车的调度，6个人从下午4点到晚上11点，不停搬车，一刻都来不及停歇。,5,2,0,0,94,1,"<p class=""one-p"">&#12288;&#12288;&#20197;&#21069;&#26159;&#36229;&#24066;&#25644;&#36816;&#24037;&#30340;&#26446;&#20255;&#26366;&#32463;&#24456;&#28385;&#24847;&#20849;&#20139;&#21333;&#36710;&#36816;&#32500;&#24037;&#20316;&#12290;&#20182;&#21644;&#19968;&#32452;&#21516;&#20107;&#65292;&#38752;&#30528;6&#36742;&#19977;&#36718;&#36710;&#65292;&#36127;&#36131;&#21271;&#20140;&#21326;&#36152;&#26725;&#38468;&#36817;&#19977;&#26465;&#36335;&#27573;&#19968;&#21315;&#22810;&#36742;&#20849;&#20139;&#21333;&#36710;&#30340;&#35843;&#24230;&#65292;6&#20010;&#20154;&#20174;&#19979;&#21320;4&#28857;&#21040;&#26202;&#19978;11&#28857;&#65292;&#19981;&#20572;&#25644;&#36710;&#65292;&#19968;&#21051;&#37117;&#26469;&#19981;&#21450;&#20572;&#27463;&#12290;</p>
            ",0.348148148,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[20],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[20]']"
295,　　在成为一名共享单车运维之前，李伟在京郊一家超市工作，每月3000元工资。做运维之后，每月可以多挣一千块。,3,2,0,0,52,1,"<p class=""one-p"">&#12288;&#12288;&#22312;&#25104;&#20026;&#19968;&#21517;&#20849;&#20139;&#21333;&#36710;&#36816;&#32500;&#20043;&#21069;&#65292;&#26446;&#20255;&#22312;&#20140;&#37066;&#19968;&#23478;&#36229;&#24066;&#24037;&#20316;&#65292;&#27599;&#26376;3000&#20803;&#24037;&#36164;&#12290;&#20570;&#36816;&#32500;&#20043;&#21518;&#65292;&#27599;&#26376;&#21487;&#20197;&#22810;&#25379;&#19968;&#21315;&#22359;&#12290;</p>
            ",0.362962963,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[21],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[21]']"
296,　　他告诉新京报记者，“2017年4月大招了一批人，我们都做得很卖力，我们有的就是力气，靠力气吃饭，挺好。”,5,1,0,0,52,1,"<p class=""one-p"">&#12288;&#12288;&#20182;&#21578;&#35785;&#26032;&#20140;&#25253;&#35760;&#32773;&#65292;&#8220;2017&#24180;4&#26376;&#22823;&#25307;&#20102;&#19968;&#25209;&#20154;&#65292;&#25105;&#20204;&#37117;&#20570;&#24471;&#24456;&#21334;&#21147;&#65292;&#25105;&#20204;&#26377;&#30340;&#23601;&#26159;&#21147;&#27668;&#65292;&#38752;&#21147;&#27668;&#21507;&#39277;&#65292;&#25402;&#22909;&#12290;&#8221;</p>
            ",0.377777778,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[22],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[22]']"
297,　　2017年夏季那几个月，运维的工作看上去很好。“摩拜的运维是早上9点到晚上10点，160元一天，当日结算，ofo的工作差不多170元一天，第二天上班之前才结账。”曾经在三家共享单车做过兼职运维的张伟(化名)告诉新京报记者，待遇最高的是小蓝单车，做推广260一天，引导路人下载然后缴纳押金然后骑行，“都是临时工，没有什么保障，干一天算一天。”,11,3,0,0,170,1,"<p class=""one-p"">&#12288;&#12288;2017&#24180;&#22799;&#23395;&#37027;&#20960;&#20010;&#26376;&#65292;&#36816;&#32500;&#30340;&#24037;&#20316;&#30475;&#19978;&#21435;&#24456;&#22909;&#12290;&#8220;&#25705;&#25308;&#30340;&#36816;&#32500;&#26159;&#26089;&#19978;9&#28857;&#21040;&#26202;&#19978;10&#28857;&#65292;160&#20803;&#19968;&#22825;&#65292;&#24403;&#26085;&#32467;&#31639;&#65292;ofo&#30340;&#24037;&#20316;&#24046;&#19981;&#22810;170&#20803;&#19968;&#22825;&#65292;&#31532;&#20108;&#22825;&#19978;&#29677;&#20043;&#21069;&#25165;&#32467;&#36134;&#12290;&#8221;&#26366;&#32463;&#22312;&#19977;&#23478;&#20849;&#20139;&#21333;&#36710;&#20570;&#36807;&#20860;&#32844;&#36816;&#32500;&#30340;&#24352;&#20255;(&#21270;&#21517;)&#21578;&#35785;&#26032;&#20140;&#25253;&#35760;&#32773;&#65292;&#24453;&#36935;&#26368;&#39640;&#30340;&#26159;&#23567;&#34013;&#21333;&#36710;&#65292;&#20570;&#25512;&#24191;260&#19968;&#22825;&#65292;&#24341;&#23548;&#36335;&#20154;&#19979;&#36733;&#28982;&#21518;&#32564;&#32435;&#25276;&#37329;&#28982;&#21518;&#39569;&#34892;&#65292;&#8220;&#37117;&#26159;&#20020;&#26102;&#24037;&#65292;&#27809;&#26377;&#20160;&#20040;&#20445;&#38556;&#65292;&#24178;&#19968;&#22825;&#31639;&#19968;&#22825;&#12290;&#8221;</p>
            ",0.392592593,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[23],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[23]']"
298,　　3个月后，李伟在收到上个月工资之后的当晚被告知，第二天不用去上班，这让李伟很气愤，“协议里写明如果辞职，我们要至少提前一个月报告，但是他们辞退我们，就这么简单粗暴的一句：第二天不用来了。”,7,1,0,0,94,1,"<p class=""one-p"">&#12288;&#12288;3&#20010;&#26376;&#21518;&#65292;&#26446;&#20255;&#22312;&#25910;&#21040;&#19978;&#20010;&#26376;&#24037;&#36164;&#20043;&#21518;&#30340;&#24403;&#26202;&#34987;&#21578;&#30693;&#65292;&#31532;&#20108;&#22825;&#19981;&#29992;&#21435;&#19978;&#29677;&#65292;&#36825;&#35753;&#26446;&#20255;&#24456;&#27668;&#24868;&#65292;&#8220;&#21327;&#35758;&#37324;&#20889;&#26126;&#22914;&#26524;&#36766;&#32844;&#65292;&#25105;&#20204;&#35201;&#33267;&#23569;&#25552;&#21069;&#19968;&#20010;&#26376;&#25253;&#21578;&#65292;&#20294;&#26159;&#20182;&#20204;&#36766;&#36864;&#25105;&#20204;&#65292;&#23601;&#36825;&#20040;&#31616;&#21333;&#31895;&#26292;&#30340;&#19968;&#21477;&#65306;&#31532;&#20108;&#22825;&#19981;&#29992;&#26469;&#20102;&#12290;&#8221;</p>
            ",0.407407407,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[24],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[24]']"
299,　　在调查中，不少人反映辞退来得很快，而且毫无解释。,2,1,0,0,24,1,"<p class=""one-p"">&#12288;&#12288;&#22312;&#35843;&#26597;&#20013;&#65292;&#19981;&#23569;&#20154;&#21453;&#26144;&#36766;&#36864;&#26469;&#24471;&#24456;&#24555;&#65292;&#32780;&#19988;&#27627;&#26080;&#35299;&#37322;&#12290;</p>
            ",0.422222222,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[25],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[25]']"
300,　　“来北京务工，是为了能多挣一点是一点，但(公司)实在太能算计人了。”李伟说，“很多人被大量招聘来，干了十几天就被辞退，以各种理由不发工资。”,5,2,0,0,70,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#26469;&#21271;&#20140;&#21153;&#24037;&#65292;&#26159;&#20026;&#20102;&#33021;&#22810;&#25379;&#19968;&#28857;&#26159;&#19968;&#28857;&#65292;&#20294;(&#20844;&#21496;)&#23454;&#22312;&#22826;&#33021;&#31639;&#35745;&#20154;&#20102;&#12290;&#8221;&#26446;&#20255;&#35828;&#65292;&#8220;&#24456;&#22810;&#20154;&#34987;&#22823;&#37327;&#25307;&#32856;&#26469;&#65292;&#24178;&#20102;&#21313;&#20960;&#22825;&#23601;&#34987;&#36766;&#36864;&#65292;&#20197;&#21508;&#31181;&#29702;&#30001;&#19981;&#21457;&#24037;&#36164;&#12290;&#8221;</p>
            ",0.437037037,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[26],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[26]']"
301,　　李伟举例说，有个同组的同事，在干了29天的时候，只差一天满勤，就不按照整月发工资，而是按天计算。这样收入就少了很多，还要扣掉补助，4000元月薪，满勤奖扣200，房补扣掉400，伙食费扣掉700，“辛辛苦苦一个月，发到手只有2700元。”李伟说。,12,3,0,0,123,1,"<p class=""one-p"">&#12288;&#12288;&#26446;&#20255;&#20030;&#20363;&#35828;&#65292;&#26377;&#20010;&#21516;&#32452;&#30340;&#21516;&#20107;&#65292;&#22312;&#24178;&#20102;29&#22825;&#30340;&#26102;&#20505;&#65292;&#21482;&#24046;&#19968;&#22825;&#28385;&#21220;&#65292;&#23601;&#19981;&#25353;&#29031;&#25972;&#26376;&#21457;&#24037;&#36164;&#65292;&#32780;&#26159;&#25353;&#22825;&#35745;&#31639;&#12290;&#36825;&#26679;&#25910;&#20837;&#23601;&#23569;&#20102;&#24456;&#22810;&#65292;&#36824;&#35201;&#25187;&#25481;&#34917;&#21161;&#65292;4000&#20803;&#26376;&#34218;&#65292;&#28385;&#21220;&#22870;&#25187;200&#65292;&#25151;&#34917;&#25187;&#25481;400&#65292;&#20249;&#39135;&#36153;&#25187;&#25481;700&#65292;&#8220;&#36763;&#36763;&#33510;&#33510;&#19968;&#20010;&#26376;&#65292;&#21457;&#21040;&#25163;&#21482;&#26377;2700&#20803;&#12290;&#8221;&#26446;&#20255;&#35828;&#12290;</p>
            ",0.451851852,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[27],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[27]']"
302,　　业内称外包“吃空额”：多报五六个能拿两三万,0,0,0,0,21,1,"<p class=""one-p"">&#12288;&#12288;&#19994;&#20869;&#31216;&#22806;&#21253;&#8220;&#21507;&#31354;&#39069;&#8221;&#65306;&#22810;&#25253;&#20116;&#20845;&#20010;&#33021;&#25343;&#20004;&#19977;&#19975;</p>
            ",0.466666667,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[28],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[28]']"
303,　　李伟和几个一起被辞退的同事开始和公司进行劳动仲裁，此时才发现自己的合同和ofo一点关系都没有，运维业务被层层转包到各个劳务公司，劳务公司又转包给个人。,3,1,0,0,75,1,"<p class=""one-p"">&#12288;&#12288;&#26446;&#20255;&#21644;&#20960;&#20010;&#19968;&#36215;&#34987;&#36766;&#36864;&#30340;&#21516;&#20107;&#24320;&#22987;&#21644;&#20844;&#21496;&#36827;&#34892;&#21171;&#21160;&#20210;&#35009;&#65292;&#27492;&#26102;&#25165;&#21457;&#29616;&#33258;&#24049;&#30340;&#21512;&#21516;&#21644;ofo&#19968;&#28857;&#20851;&#31995;&#37117;&#27809;&#26377;&#65292;&#36816;&#32500;&#19994;&#21153;&#34987;&#23618;&#23618;&#36716;&#21253;&#21040;&#21508;&#20010;&#21171;&#21153;&#20844;&#21496;&#65292;&#21171;&#21153;&#20844;&#21496;&#21448;&#36716;&#21253;&#32473;&#20010;&#20154;&#12290;</p>
            ",0.481481481,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[29],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[29]']"
304,　　让李伟迷茫的是：至今他还无法弄清，管理他和几个同事的队长，和外包公司有没有关系。,2,1,0,0,40,1,"<p class=""one-p"">&#12288;&#12288;&#35753;&#26446;&#20255;&#36855;&#33579;&#30340;&#26159;&#65306;&#33267;&#20170;&#20182;&#36824;&#26080;&#27861;&#24324;&#28165;&#65292;&#31649;&#29702;&#20182;&#21644;&#20960;&#20010;&#21516;&#20107;&#30340;&#38431;&#38271;&#65292;&#21644;&#22806;&#21253;&#20844;&#21496;&#26377;&#27809;&#26377;&#20851;&#31995;&#12290;</p>
            ",0.496296296,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[30],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[30]']"
305,　　“共享单车的运维被层层外包，我们很多人并没有和公司签署协议，没有承诺的保障和加班费。”李伟向新京报记者透露，因为无故被辞退，无故被克扣工资，现在有不少运维人员与外包公司正在进行劳动仲裁。,5,2,0,0,93,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#20849;&#20139;&#21333;&#36710;&#30340;&#36816;&#32500;&#34987;&#23618;&#23618;&#22806;&#21253;&#65292;&#25105;&#20204;&#24456;&#22810;&#20154;&#24182;&#27809;&#26377;&#21644;&#20844;&#21496;&#31614;&#32626;&#21327;&#35758;&#65292;&#27809;&#26377;&#25215;&#35834;&#30340;&#20445;&#38556;&#21644;&#21152;&#29677;&#36153;&#12290;&#8221;&#26446;&#20255;&#21521;&#26032;&#20140;&#25253;&#35760;&#32773;&#36879;&#38706;&#65292;&#22240;&#20026;&#26080;&#25925;&#34987;&#36766;&#36864;&#65292;&#26080;&#25925;&#34987;&#20811;&#25187;&#24037;&#36164;&#65292;&#29616;&#22312;&#26377;&#19981;&#23569;&#36816;&#32500;&#20154;&#21592;&#19982;&#22806;&#21253;&#20844;&#21496;&#27491;&#22312;&#36827;&#34892;&#21171;&#21160;&#20210;&#35009;&#12290;</p>
            ",0.511111111,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[31],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[31]']"
306,　　“和其他区域的运维交流时了解道，外包公司经常会用苛刻条件来变相让运维自动离职，比如说安排运维人员骑着三轮电瓶车去二三十公里外到农村收被遗弃的小黄车，”李伟的同事告诉新京报记者，还有指标完不成任务扣工资，不给应有的补偿，还不交社保，“一旦自己主动离职，就省掉了辞退的费用”。,8,1,0,0,136,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#21644;&#20854;&#20182;&#21306;&#22495;&#30340;&#36816;&#32500;&#20132;&#27969;&#26102;&#20102;&#35299;&#36947;&#65292;&#22806;&#21253;&#20844;&#21496;&#32463;&#24120;&#20250;&#29992;&#33499;&#21051;&#26465;&#20214;&#26469;&#21464;&#30456;&#35753;&#36816;&#32500;&#33258;&#21160;&#31163;&#32844;&#65292;&#27604;&#22914;&#35828;&#23433;&#25490;&#36816;&#32500;&#20154;&#21592;&#39569;&#30528;&#19977;&#36718;&#30005;&#29942;&#36710;&#21435;&#20108;&#19977;&#21313;&#20844;&#37324;&#22806;&#21040;&#20892;&#26449;&#25910;&#34987;&#36951;&#24323;&#30340;&#23567;&#40644;&#36710;&#65292;&#8221;&#26446;&#20255;&#30340;&#21516;&#20107;&#21578;&#35785;&#26032;&#20140;&#25253;&#35760;&#32773;&#65292;&#36824;&#26377;&#25351;&#26631;&#23436;&#19981;&#25104;&#20219;&#21153;&#25187;&#24037;&#36164;&#65292;&#19981;&#32473;&#24212;&#26377;&#30340;&#34917;&#20607;&#65292;&#36824;&#19981;&#20132;&#31038;&#20445;&#65292;&#8220;&#19968;&#26086;&#33258;&#24049;&#20027;&#21160;&#31163;&#32844;&#65292;&#23601;&#30465;&#25481;&#20102;&#36766;&#36864;&#30340;&#36153;&#29992;&#8221;&#12290;</p>
            ",0.525925926,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[32],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[32]']"
307,　　此外，运维外包还出现了“吃空额”现象。,1,1,0,0,19,1,"<p class=""one-p"">&#12288;&#12288;&#27492;&#22806;&#65292;&#36816;&#32500;&#22806;&#21253;&#36824;&#20986;&#29616;&#20102;&#8220;&#21507;&#31354;&#39069;&#8221;&#29616;&#35937;&#12290;</p>
            ",0.540740741,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[33],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[33]']"
308,　　“基层运营都是一人负责一个区域，包括招聘修车师傅、摆车师傅，均是负责人结算工资，每个月多报五六个师傅就能拿两三万元。”老周的队长向新京报记者透露，“公司不会查，也查不过来。”该外包公司负责人告诉新京报记者，“区域经理只要业绩，象征性巡查一下。”,7,3,0,0,122,1,"<p class=""one-p"">&#12288;&#12288;&#8220;&#22522;&#23618;&#36816;&#33829;&#37117;&#26159;&#19968;&#20154;&#36127;&#36131;&#19968;&#20010;&#21306;&#22495;&#65292;&#21253;&#25324;&#25307;&#32856;&#20462;&#36710;&#24072;&#20613;&#12289;&#25670;&#36710;&#24072;&#20613;&#65292;&#22343;&#26159;&#36127;&#36131;&#20154;&#32467;&#31639;&#24037;&#36164;&#65292;&#27599;&#20010;&#26376;&#22810;&#25253;&#20116;&#20845;&#20010;&#24072;&#20613;&#23601;&#33021;&#25343;&#20004;&#19977;&#19975;&#20803;&#12290;&#8221;&#32769;&#21608;&#30340;&#38431;&#38271;&#21521;&#26032;&#20140;&#25253;&#35760;&#32773;&#36879;&#38706;&#65292;&#8220;&#20844;&#21496;&#19981;&#20250;&#26597;&#65292;&#20063;&#26597;&#19981;&#36807;&#26469;&#12290;&#8221;&#35813;&#22806;&#21253;&#20844;&#21496;&#36127;&#36131;&#20154;&#21578;&#35785;&#26032;&#20140;&#25253;&#35760;&#32773;&#65292;&#8220;&#21306;&#22495;&#32463;&#29702;&#21482;&#35201;&#19994;&#32489;&#65292;&#35937;&#24449;&#24615;&#24033;&#26597;&#19968;&#19979;&#12290;&#8221;</p>
            ",0.555555556,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[34],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[34]']"
309,　　招不到新人，再加吃空额，在人员流动最大的时候，一个人要做两个运维的工作量，每天从下午4点开始搬车，几乎都得11点以后下班，李伟还记得，2017年的冬天北京零下十度，搬车搬得汗流浃背，风又很大，风一吹，后背都是冰的。,11,1,0,0,107,1,"<p class=""one-p"">&#12288;&#12288;&#25307;&#19981;&#21040;&#26032;&#20154;&#65292;&#20877;&#21152;&#21507;&#31354;&#39069;&#65292;&#22312;&#20154;&#21592;&#27969;&#21160;&#26368;&#22823;&#30340;&#26102;&#20505;&#65292;&#19968;&#20010;&#20154;&#35201;&#20570;&#20004;&#20010;&#36816;&#32500;&#30340;&#24037;&#20316;&#37327;&#65292;&#27599;&#22825;&#20174;&#19979;&#21320;4&#28857;&#24320;&#22987;&#25644;&#36710;&#65292;&#20960;&#20046;&#37117;&#24471;11&#28857;&#20197;&#21518;&#19979;&#29677;&#65292;&#26446;&#20255;&#36824;&#35760;&#24471;&#65292;2017&#24180;&#30340;&#20908;&#22825;&#21271;&#20140;&#38646;&#19979;&#21313;&#24230;&#65292;&#25644;&#36710;&#25644;&#24471;&#27735;&#27969;&#27971;&#32972;&#65292;&#39118;&#21448;&#24456;&#22823;&#65292;&#39118;&#19968;&#21561;&#65292;&#21518;&#32972;&#37117;&#26159;&#20912;&#30340;&#12290;</p>
            ",0.57037037,59,/html/body/div/div[2]/div[1]/div[1]/div[2]/p[35],1,8,"['html', 'body', 'div', 'div[2]', 'div[1]', 'div[1]', 'div[2]', 'p[35]']"
